0,"2011.03.14_15:38:12_TAI"
1,"2011.03.14_15:38:57_TAI"
2,"2011.03.14_15:48:42_TAI"
3,"2011.03.14_15:58:27_TAI"
4,"2011.03.14_16:08:12_TAI"
5,"2011.03.14_16:08:57_TAI"
6,"2011.03.14_16:18:42_TAI"
7,"2011.03.14_16:28:27_TAI"
8,"2011.03.14_16:38:12_TAI"
9,"2011.03.14_16:38:57_TAI"
10,"2011.03.14_16:48:42_TAI"
11,"2011.03.14_16:58:27_TAI"
12,"2011.03.14_17:08:12_TAI"
13,"2011.03.14_17:08:57_TAI"
14,"2011.03.14_17:18:42_TAI"
15,"2011.03.14_17:28:27_TAI"
16,"2011.03.14_17:38:12_TAI"
17,"2011.03.14_17:38:57_TAI"
18,"2011.03.14_17:48:42_TAI"
19,"2011.03.14_17:58:27_TAI"
20,"2011.03.14_18:08:12_TAI"
21,"2011.03.14_18:08:57_TAI"
22,"2011.03.14_18:18:42_TAI"
23,"2011.03.14_18:28:27_TAI"
24,"2011.03.14_18:38:12_TAI"
25,"2011.03.14_18:38:57_TAI"
26,"2011.03.14_18:39:42_TAI"
27,"2011.03.14_18:40:27_TAI"
28,"2011.03.14_18:41:12_TAI"
29,"2011.03.14_18:41:57_TAI"
30,"2011.03.14_18:42:42_TAI"
31,"2011.03.14_18:43:27_TAI"
32,"2011.03.14_18:44:12_TAI"
33,"2011.03.14_18:44:57_TAI"
34,"2011.03.14_18:45:42_TAI"
35,"2011.03.14_18:46:27_TAI"
36,"2011.03.14_18:47:12_TAI"
37,"2011.03.14_18:47:57_TAI"
38,"2011.03.14_18:48:42_TAI"
39,"2011.03.14_18:49:27_TAI"
40,"2011.03.14_18:50:12_TAI"
41,"2011.03.14_18:50:57_TAI"
42,"2011.03.14_18:51:42_TAI"
43,"2011.03.14_18:52:27_TAI"
44,"2011.03.14_18:53:12_TAI"
45,"2011.03.14_18:53:57_TAI"
46,"2011.03.14_18:54:42_TAI"
47,"2011.03.14_18:55:27_TAI"
48,"2011.03.14_18:56:12_TAI"
49,"2011.03.14_18:56:57_TAI"
50,"2011.03.14_18:57:42_TAI"
51,"2011.03.14_18:58:27_TAI"
52,"2011.03.14_18:59:12_TAI"
