0,"2012.07.12_12:50:23_TAI"
1,"2012.07.12_13:00:08_TAI"
2,"2012.07.12_13:00:53_TAI"
3,"2012.07.12_13:10:38_TAI"
4,"2012.07.12_13:20:23_TAI"
5,"2012.07.12_13:30:08_TAI"
6,"2012.07.12_13:30:53_TAI"
7,"2012.07.12_13:40:38_TAI"
8,"2012.07.12_13:50:23_TAI"
9,"2012.07.12_14:00:08_TAI"
10,"2012.07.12_14:00:53_TAI"
11,"2012.07.12_14:10:38_TAI"
12,"2012.07.12_14:20:23_TAI"
13,"2012.07.12_14:30:08_TAI"
14,"2012.07.12_14:30:53_TAI"
15,"2012.07.12_14:40:38_TAI"
16,"2012.07.12_14:50:23_TAI"
17,"2012.07.12_15:00:08_TAI"
18,"2012.07.12_15:00:53_TAI"
19,"2012.07.12_15:10:38_TAI"
20,"2012.07.12_15:20:23_TAI"
21,"2012.07.12_15:30:08_TAI"
22,"2012.07.12_15:30:53_TAI"
23,"2012.07.12_15:40:38_TAI"
24,"2012.07.12_15:50:23_TAI"
25,"2012.07.12_15:52:38_TAI"
26,"2012.07.12_15:53:23_TAI"
27,"2012.07.12_15:54:08_TAI"
28,"2012.07.12_15:54:53_TAI"
29,"2012.07.12_15:55:38_TAI"
30,"2012.07.12_15:56:23_TAI"
31,"2012.07.12_15:57:08_TAI"
32,"2012.07.12_15:57:53_TAI"
33,"2012.07.12_15:58:38_TAI"
34,"2012.07.12_15:59:23_TAI"
35,"2012.07.12_16:00:08_TAI"
36,"2012.07.12_16:00:53_TAI"
37,"2012.07.12_16:01:38_TAI"
38,"2012.07.12_16:02:23_TAI"
39,"2012.07.12_16:03:08_TAI"
40,"2012.07.12_16:03:53_TAI"
41,"2012.07.12_16:04:38_TAI"
42,"2012.07.12_16:05:23_TAI"
43,"2012.07.12_16:06:08_TAI"
44,"2012.07.12_16:06:53_TAI"
45,"2012.07.12_16:07:38_TAI"
46,"2012.07.12_16:08:23_TAI"
47,"2012.07.12_16:09:08_TAI"
48,"2012.07.12_16:09:53_TAI"
49,"2012.07.12_16:10:38_TAI"
50,"2012.07.12_16:11:23_TAI"
51,"2012.07.12_16:12:08_TAI"
52,"2012.07.12_16:12:53_TAI"
53,"2012.07.12_16:13:38_TAI"
54,"2012.07.12_16:14:23_TAI"
55,"2012.07.12_16:15:08_TAI"
56,"2012.07.12_16:15:53_TAI"
57,"2012.07.12_16:16:38_TAI"
58,"2012.07.12_16:17:23_TAI"
59,"2012.07.12_16:18:08_TAI"
60,"2012.07.12_16:18:53_TAI"
61,"2012.07.12_16:19:38_TAI"
62,"2012.07.12_16:20:23_TAI"
63,"2012.07.12_16:21:08_TAI"
64,"2012.07.12_16:21:53_TAI"
65,"2012.07.12_16:22:38_TAI"
66,"2012.07.12_16:23:23_TAI"
